mz,minintensity,sampleID,IsUnique,,Formula,ProdList,+e-,-10 ppm,+10 ppm,,Match found?,Total matches
134.046,2516.062988,1,FALSE,,,,,,,,,
134.046,2924.861816,2,FALSE,,,,,,,,,
134.046,3202.395508,4,FALSE,,,,,,,,,
134.046,3091.688232,5,FALSE,,,,,,,,,
134.046,3095.703369,6,FALSE,,,,,,,,,
134.864,4320.859375,1,FALSE,,,,,,,,,
134.864,3159.921387,2,FALSE,,,,,,,,,
134.864,2418.491455,3,FALSE,,,,,,,,,
134.864,2329.068848,4,FALSE,,,,,,,,,
134.864,2309.059814,5,FALSE,,,,,,,,,
134.864,2051.439453,7,FALSE,,,,,,,,,
134.864,2351.030029,8,FALSE,,,,,,,,,
134.894,130472.6641,4,FALSE,,,,,,,,,
134.894,137312.75,5,FALSE,,,,,,,,,
134.894,79780.85938,8,FALSE,,,,,,,,,
134.894,144996.7188,9,FALSE,,,,,,,,,
135.044,2065.956787,1,FALSE,,,,,,,,,
135.044,2838.972412,2,FALSE,,,,,,,,,
135.044,2987.564941,4,FALSE,,,,,,,,,
135.044,2679.748291,5,FALSE,,,,,,,,,
135.044,2315.70874,6,FALSE,,,,,,,,,
135.894,5731.568848,1,FALSE,,,,,,,,,
135.894,13142.67676,2,FALSE,,,,,,,,,
135.894,11495.78027,4,FALSE,,,,,,,,,
135.894,11842.8418,5,FALSE,,,,,,,,,
135.894,13392.76953,6,FALSE,,,,,,,,,
135.894,10063.68262,7,FALSE,,,,,,,,,
135.894,11569.2793,8,FALSE,,,,,,,,,
135.894,13099.375,9,FALSE,,,,,,,,,
136.862,2695.073975,1,FALSE,,,,,,,,,
136.862,2140.939941,3,FALSE,,,,,,,,,
136.891,18833.89648,1,FALSE,,,,,,,,,
136.891,36391.69531,4,FALSE,,,,,,,,,
136.891,41366.19531,5,FALSE,,,,,,,,,
136.891,17510.68359,8,FALSE,,,,,,,,,
136.891,40666.57813,9,FALSE,,,,,,,,,
137.023,6127.21875,1,FALSE,,,,,,,,,
137.023,8182.837891,2,FALSE,,,,,,,,,
137.023,6987.930664,3,FALSE,,,,,,,,,
137.023,7826.734863,4,FALSE,,,,,,,,,
137.023,6526.92627,5,FALSE,,,,,,,,,
137.023,8129.497559,6,FALSE,,,,,,,,,
137.023,7989.876465,7,FALSE,,,,,,,,,
137.023,8594.09082,8,FALSE,,,,,,,,,
137.023,7491.382813,9,FALSE,,,,,,,,,
137.06,2011.659424,2,FALSE,,,,,,,,,
137.06,2106.959961,5,FALSE,,,,,,,,,
137.891,2333.986572,1,FALSE,,,,,,,,,
137.891,3631.057861,2,FALSE,,,,,,,,,
137.891,4284.77832,4,FALSE,,,,,,,,,
137.891,5066.63623,5,FALSE,,,,,,,,,
137.891,6710.026367,6,FALSE,,,,,,,,,
137.891,6389.409668,7,FALSE,,,,,,,,,
137.891,6641.442383,8,FALSE,,,,,,,,,
137.891,5280.693848,9,FALSE,,,,,,,,,
138.019,7325.913574,1,FALSE,,,,,,,,,
138.019,9277.633789,2,FALSE,,,,,,,,,
138.019,8302.929688,4,FALSE,,,,,,,,,
138.019,7187.620117,5,FALSE,,,,,,,,,
138.019,8619.071289,6,FALSE,,,,,,,,,
138.019,8344.15918,8,FALSE,,,,,,,,,
138.019,6717.177734,9,FALSE,,,,,,,,,
138.889,3533.534668,1,FALSE,,,,,,,,,
138.889,2931.6604,2,FALSE,,,,,,,,,
138.889,2694.469238,4,FALSE,,,,,,,,,
138.889,5851.725586,5,FALSE,,,,,,,,,
138.889,2796.212646,6,FALSE,,,,,,,,,
138.889,3531.552979,7,FALSE,,,,,,,,,
138.889,3856.555908,8,FALSE,,,,,,,,,
138.889,4115.012695,9,FALSE,,,,,,,,,
139.003,3337.362305,4,FALSE,,,,,,,,,
139.003,3380.92749,5,FALSE,,,,,,,,,
139.003,3214.712646,9,FALSE,,,,,,,,,
139.039,3135.578857,1,FALSE,,,,,,,,,
139.039,3162.10376,2,FALSE,,,,,,,,,
139.039,3178.727783,4,FALSE,,,,,,,,,
139.039,3708.790039,5,FALSE,,,,,,,,,
139.039,3014.191162,6,FALSE,,,,,,,,,
139.039,3664.814941,7,FALSE,,,,,,,,,
139.039,4064.359863,8,FALSE,,,,,,,,,
139.039,2742.092285,9,FALSE,,,,,,,,,
139.075,2758.617676,1,FALSE,,,,,,,,,
139.075,3594.458496,2,FALSE,,,,,,,,,
139.075,2405.288086,4,FALSE,,,,,,,,,
139.075,2800.065918,5,FALSE,,,,,,,,,
139.075,3620.605957,6,FALSE,,,,,,,,,
139.075,3045.450439,7,FALSE,,,,,,,,,
139.075,2663.22876,8,FALSE,,,,,,,,,
139.075,3286.916748,9,FALSE,,,,,,,,,
141.018,2914.845459,1,FALSE,,,,,,,,,
141.018,2729.411865,2,FALSE,,,,,,,,,
141.018,2993.063232,4,FALSE,,,,,,,,,
141.018,2879.45166,5,FALSE,,,,,,,,,
141.018,2925.745605,6,FALSE,,,,,,,,,
141.018,3070.421387,8,FALSE,,,,,,,,,
141.018,3186.601807,9,FALSE,,,,,,,,,
141.055,2783.477051,1,FALSE,,,,,,,,,
141.055,3488.703125,2,FALSE,,,,,,,,,
141.055,3310.918213,4,FALSE,,,,,,,,,
141.055,3798.460938,5,FALSE,,,,,,,,,
141.055,3402.133789,6,FALSE,,,,,,,,,
141.055,3289.846436,7,FALSE,,,,,,,,,
141.055,3881.305908,8,FALSE,,,,,,,,,
141.055,2812.98291,9,FALSE,,,,,,,,,
141.091,2290.144775,1,FALSE,,,,,,,,,
141.091,2175.353027,2,FALSE,,,,,,,,,
141.091,2896.294922,4,FALSE,,,,,,,,,
141.091,2999.823975,5,FALSE,,,,,,,,,
141.091,3836.650391,6,FALSE,,,,,,,,,
141.091,3292.288574,8,FALSE,,,,,,,,,
141.091,3035.466553,9,FALSE,,,,,,,,,
142.05,3153.878174,1,FALSE,,,,,,,,,
142.05,3001.940674,2,FALSE,,,,,,,,,
142.05,2816.483643,4,FALSE,,,,,,,,,
142.05,3219.924316,5,FALSE,,,,,,,,,
142.05,3350.75293,6,FALSE,,,,,,,,,
142.05,3146.50708,7,FALSE,,,,,,,,,
142.05,3101.263184,8,FALSE,,,,,,,,,
142.05,3393.80835,9,FALSE,,,,,,,,,
142.928,6615.730957,1,FALSE,,,,,,,,,
142.928,9985.508789,2,FALSE,,,,,,,,,
142.928,10988.80273,3,FALSE,,,,,,,,,
142.928,11456.22168,4,FALSE,,,,,,,,,
142.928,14963.22949,5,FALSE,,,,,,,,,
142.928,12722.51563,6,FALSE,,,,,,,,,
142.928,15824.23242,7,FALSE,,,,,,,,,
142.928,14712.60547,8,FALSE,,,,,,,,,
142.928,16759.11914,9,FALSE,,,,,,,,,
143.034,18642.84766,1,FALSE,,,,,,,,,
143.034,21128.16797,2,FALSE,,,,,,,,,
143.034,17728.83398,3,FALSE,,,,,,,,,
143.034,23218.55273,4,FALSE,,,,,,,,,
143.034,23189.49414,5,FALSE,,,,,,,,,
143.034,20597.06836,6,FALSE,,,,,,,,,
143.034,19871.98828,7,FALSE,,,,,,,,,
143.034,19564.10547,8,FALSE,,,,,,,,,
143.034,20515.80469,9,FALSE,,,,,,,,,
143.07,49473.16406,1,FALSE,,,,,,,,,
143.07,49231.125,2,FALSE,,,,,,,,,
143.07,48721.28906,3,FALSE,,,,,,,,,
143.07,47441.82813,4,FALSE,,,,,,,,,
143.07,50419.52344,5,FALSE,,,,,,,,,
143.07,48989.07031,6,FALSE,,,,,,,,,
143.07,48956.04297,7,FALSE,,,,,,,,,
143.07,50395.49219,8,FALSE,,,,,,,,,
143.07,48146.69531,9,FALSE,,,,,,,,,
144.066,3103.19751,2,FALSE,,,,,,,,,
144.066,3158.270996,4,FALSE,,,,,,,,,
144.066,2770.436035,9,FALSE,,,,,,,,,
144.074,2171.818848,4,FALSE,,,,,,,,,
144.074,2165.634521,5,FALSE,,,,,,,,,
144.074,2257.244385,6,FALSE,,,,,,,,,
144.074,2535.678955,7,FALSE,,,,,,,,,
144.074,2340.150879,8,FALSE,,,,,,,,,
144.991,4146.668945,1,FALSE,,,,,,,,,
144.991,4138.428223,2,FALSE,,,,,,,,,
144.991,4462.515137,3,FALSE,,,,,,,,,
144.991,4794.742676,4,FALSE,,,,,,,,,
144.991,4179.538086,5,FALSE,,,,,,,,,
144.991,4433.617676,6,FALSE,,,,,,,,,
144.991,3825.697754,7,FALSE,,,,,,,,,
144.991,4028.702393,8,FALSE,,,,,,,,,
144.991,3938.131836,9,FALSE,,,,,,,,,
145.05,43729.14453,1,FALSE,,,,,,,,,
145.05,52971.81641,2,FALSE,,,,,,,,,
145.05,45304.27734,3,FALSE,,,,,,,,,
145.05,56745.24609,4,FALSE,,,,,,,,,
145.05,57192.93359,5,FALSE,,,,,,,,,
145.05,44971.23828,6,FALSE,,,,,,,,,
145.05,50740.76172,7,FALSE,,,,,,,,,
145.05,54556.89844,8,FALSE,,,,,,,,,
145.05,57956.01953,9,FALSE,,,,,,,,,
145.086,3970.1521,1,FALSE,,,,,,,,,
145.086,5852.693848,2,FALSE,,,,,,,,,
145.086,3645.21875,3,FALSE,,,,,,,,,
145.086,5073.736328,4,FALSE,,,,,,,,,
145.086,6395.776367,5,FALSE,,,,,,,,,
145.086,3620.113037,6,FALSE,,,,,,,,,
145.086,4415.23291,7,FALSE,,,,,,,,,
145.086,5183.759277,8,FALSE,,,,,,,,,
145.086,5207.708008,9,FALSE,,,,,,,,,
145.923,17105.12891,1,FALSE,,,,,,,,,
145.923,29071.73242,2,FALSE,,,,,,,,,
145.923,35118.64844,3,FALSE,,,,,,,,,
145.923,34185.64063,4,FALSE,,,,,,,,,
145.923,40551.57422,5,FALSE,,,,,,,,,
145.923,32545.67578,6,FALSE,,,,,,,,,
145.923,38874.90234,7,FALSE,,,,,,,,,
145.923,37991.92188,8,FALSE,,,,,,,,,
145.923,41883.15234,9,FALSE,,,,,,,,,
145.926,2330.838135,1,FALSE,,,,,,,,,
145.926,2452.697754,2,FALSE,,,,,,,,,
145.926,2118.359131,4,FALSE,,,,,,,,,
145.926,2836.748535,5,FALSE,,,,,,,,,
145.926,2259.444336,6,FALSE,,,,,,,,,
145.926,2416.817871,7,FALSE,,,,,,,,,
145.926,2205.512207,8,FALSE,,,,,,,,,
145.926,2487.487305,9,FALSE,,,,,,,,,
146.045,2471.403076,4,FALSE,,,,,,,,,
146.045,3009.507813,5,FALSE,,,,,,,,,
146.045,3038.886719,6,FALSE,,,,,,,,,
146.045,2973.9021,9,FALSE,,,,,,,,,
146.053,2670.191406,1,FALSE,,,,,,,,,
146.053,3047.459229,2,FALSE,,,,,,,,,
146.053,2932.108887,4,FALSE,,,,,,,,,
146.053,2814.647217,5,FALSE,,,,,,,,,
146.053,2934.529541,6,FALSE,,,,,,,,,
146.053,2947.36377,8,FALSE,,,,,,,,,
146.053,2582.630371,9,FALSE,,,,,,,,,
147.029,3187.860352,1,FALSE,,,,,,,,,
147.029,3376.255615,2,FALSE,,,,,,,,,
147.029,2707.666748,4,FALSE,,,,,,,,,
147.029,2744.620361,5,FALSE,,,,,,,,,
147.029,3330.801025,6,FALSE,,,,,,,,,
147.029,2995.188477,7,FALSE,,,,,,,,,
147.029,2820.179932,8,FALSE,,,,,,,,,
147.029,3661.299072,9,FALSE,,,,,,,,,
148.952,38186,1,FALSE,,,,,,,,,
148.952,41312.20703,2,FALSE,,,,,,,,,
148.952,42583.79297,3,FALSE,,,,,,,,,
148.952,40915.9375,4,FALSE,,,,,,,,,
148.952,42522.42969,5,FALSE,,,,,,,,,
148.952,37849.57422,6,FALSE,,,,,,,,,
148.952,40827.72266,7,FALSE,,,,,,,,,
148.952,37509.51953,8,FALSE,,,,,,,,,
148.952,44282.17188,9,FALSE,,,,,,,,,
151.039,2919.073975,1,FALSE,,,,,,,,,
151.039,2550.606934,2,FALSE,,,,,,,,,
151.039,3062.558105,4,FALSE,,,,,,,,,
151.039,3505.085693,5,FALSE,,,,,,,,,
151.039,3369.344971,6,FALSE,,,,,,,,,
151.039,4015.570801,7,FALSE,,,,,,,,,
151.039,3451.273682,8,FALSE,,,,,,,,,
151.039,4081.852783,9,FALSE,,,,,,,,,
153.018,2779.920654,2,FALSE,,,,,,,,,
153.018,3072.995361,4,FALSE,,,,,,,,,
153.018,3105.341309,5,FALSE,,,,,,,,,
153.055,2951.836426,1,FALSE,,,,,,,,,
153.055,2807.324463,2,FALSE,,,,,,,,,
153.055,3061.703369,4,FALSE,,,,,,,,,
153.055,2686.518311,5,FALSE,,,,,,,,,
153.055,3588.117432,6,FALSE,,,,,,,,,
153.055,3355.729248,7,FALSE,,,,,,,,,
153.055,3036.401367,8,FALSE,,,,,,,,,
153.055,3492.913818,9,FALSE,,,,,,,,,
153.091,2169.7229,2,FALSE,,,,,,,,,
153.091,2817.771484,4,FALSE,,,,,,,,,
153.091,2299.122314,5,FALSE,,,,,,,,,
153.091,2372.725098,6,FALSE,,,,,,,,,
153.091,2336.081787,7,FALSE,,,,,,,,,
153.091,2383.795898,8,FALSE,,,,,,,,,
153.091,2435.177002,9,FALSE,,,,,,,,,
153.868,2764.312744,1,FALSE,,,,,,,,,
153.868,2864.367432,2,FALSE,,,,,,,,,
153.868,2293.948486,6,FALSE,,,,,,,,,
155.034,9123.582031,1,FALSE,,,,,,,,,
155.034,8805.887695,2,FALSE,,,,,,,,,
155.034,6013.338379,3,FALSE,,,,,,,,,
155.034,9521.435547,4,FALSE,,,,,,,,,
155.034,10333.64453,5,FALSE,,,,,,,,,
155.034,9881.613281,6,FALSE,,,,,,,,,
155.034,10475.0498,7,FALSE,,,,,,,,,
155.034,10971.54688,8,FALSE,,,,,,,,,
155.034,9663.854492,9,FALSE,,,,,,,,,
155.107,2066.598877,1,FALSE,,,,,,,,,
155.107,2156.852783,2,FALSE,,,,,,,,,
155.107,2207.245361,4,FALSE,,,,,,,,,
155.107,2321.249268,5,FALSE,,,,,,,,,
155.107,2503.608154,6,FALSE,,,,,,,,,
155.107,2329.881836,7,FALSE,,,,,,,,,
155.107,2559.640625,8,FALSE,,,,,,,,,
155.107,2305.092285,9,FALSE,,,,,,,,,
155.865,2071.050049,1,TRUE,,,,,,,,,
156.894,2019.644531,2,FALSE,,,,,,,,,
156.894,2031.589233,4,FALSE,,,,,,,,,
156.894,3182.315186,5,FALSE,,,,,,,,,
156.894,2812.736328,6,FALSE,,,,,,,,,
156.894,3118.857666,7,FALSE,,,,,,,,,
156.894,2528.342285,8,FALSE,,,,,,,,,
156.894,2582.25415,9,FALSE,,,,,,,,,
157.05,44262.39453,1,FALSE,,,,,,,,,
157.05,49316.95313,2,FALSE,,,,,,,,,
157.05,39784.76563,3,FALSE,,,,,,,,,
157.05,45896.32422,4,FALSE,,,,,,,,,
157.05,50171.33984,5,FALSE,,,,,,,,,
157.05,49915.04688,6,FALSE,,,,,,,,,
157.05,44507.45703,7,FALSE,,,,,,,,,
157.05,47839.57031,8,FALSE,,,,,,,,,
157.05,47341.87891,9,FALSE,,,,,,,,,
157.086,4242.053711,1,FALSE,,,,,,,,,
157.086,4224.554688,2,FALSE,,,,,,,,,
157.086,3990.003906,3,FALSE,,,,,,,,,
157.086,5166.048828,4,FALSE,,,,,,,,,
157.086,5120.319824,5,FALSE,,,,,,,,,
157.086,4309.062012,6,FALSE,,,,,,,,,
157.086,4968.172363,7,FALSE,,,,,,,,,
157.086,4576.905273,8,FALSE,,,,,,,,,
157.086,5173.608887,9,FALSE,,,,,,,,,
158.053,2152.592285,1,FALSE,,,,,,,,,
158.053,2292.576172,2,FALSE,,,,,,,,,
158.053,2333.365234,4,FALSE,,,,,,,,,
158.053,2398.012939,6,FALSE,,,,,,,,,
158.053,2552.859619,8,FALSE,,,,,,,,,
158.053,2182.210693,9,FALSE,,,,,,,,,
158.081,2805.016113,2,FALSE,,,,,,,,,
158.081,3134.863281,4,FALSE,,,,,,,,,
158.081,2837.729492,6,FALSE,,,,,,,,,
158.892,2388.128662,5,FALSE,,,,,,,,,
158.892,2130.545898,6,FALSE,,,,,,,,,
158.892,2687.040283,7,FALSE,,,,,,,,,
158.892,2686.68335,9,FALSE,,,,,,,,,
159.029,2217.659424,2,FALSE,,,,,,,,,
159.029,2556.430908,4,FALSE,,,,,,,,,
159.029,2509.915527,5,FALSE,,,,,,,,,
159.029,2193.704346,6,FALSE,,,,,,,,,
159.029,2454.716309,7,FALSE,,,,,,,,,
159.029,2260.618652,8,FALSE,,,,,,,,,
159.029,2240.186768,9,FALSE,,,,,,,,,
159.065,62115.70703,2,FALSE,,,,,,,,,
159.065,54381.91406,3,FALSE,,,,,,,,,
159.065,68495.98438,5,FALSE,,,,,,,,,
159.065,55033.02344,7,FALSE,,,,,,,,,
159.065,60214.53906,8,FALSE,,,,,,,,,
159.102,2662.709961,1,FALSE,,,,,,,,,
159.102,2983.782471,2,FALSE,,,,,,,,,
159.102,2947.292969,4,FALSE,,,,,,,,,
159.102,3596.210693,7,FALSE,,,,,,,,,
159.893,2220.972168,1,FALSE,,,,,,,,,
159.893,2288.219238,2,FALSE,,,,,,,,,
159.893,2847.906982,4,FALSE,,,,,,,,,
159.893,4682.113281,5,FALSE,,,,,,,,,
159.893,3269.983398,6,FALSE,,,,,,,,,
159.893,2473.024414,7,FALSE,,,,,,,,,
159.893,3525.597168,8,FALSE,,,,,,,,,
159.893,4101.919434,9,FALSE,,,,,,,,,
160.069,2301.192383,1,FALSE,,,,,,,,,
160.069,3289.237061,2,FALSE,,,,,,,,,
160.069,2346.77124,4,FALSE,,,,,,,,,
160.069,3652.165283,5,FALSE,,,,,,,,,
160.069,3025.020508,6,FALSE,,,,,,,,,
160.069,3480.046143,9,FALSE,,,,,,,,,
160.841,2151.922852,1,TRUE,,,,,,,,,
160.892,2024.788696,1,FALSE,,,,,,,,,
160.892,2108.727783,2,FALSE,,,,,,,,,
160.892,2502.545166,4,FALSE,,,,,,,,,
160.892,3518.69751,5,FALSE,,,,,,,,,
160.892,3267.353271,6,FALSE,,,,,,,,,
160.892,2957.252686,7,FALSE,,,,,,,,,
160.892,2889.151611,8,FALSE,,,,,,,,,
160.892,4101.397461,9,FALSE,,,,,,,,,
161.045,5284.619629,1,FALSE,,,,,,,,,
161.045,4794.636719,2,FALSE,,,,,,,,,
161.045,3489.092529,3,FALSE,,,,,,,,,
161.045,6217.377441,4,FALSE,,,,,,,,,
161.045,3370.961914,6,FALSE,,,,,,,,,
161.045,4773.463379,7,FALSE,,,,,,,,,
161.045,3621.351318,8,FALSE,,,,,,,,,
161.045,4912.311035,9,FALSE,,,,,,,,,
161.893,2553.157227,4,FALSE,,,,,,,,,
161.893,2861.27832,5,FALSE,,,,,,,,,
161.893,2206.939697,6,FALSE,,,,,,,,,
161.893,2253.810059,7,FALSE,,,,,,,,,
161.893,3188.086426,8,FALSE,,,,,,,,,
161.893,2427.489258,9,FALSE,,,,,,,,,
162.019,2798.712158,1,FALSE,,,,,,,,,
162.019,2306.110107,2,FALSE,,,,,,,,,
162.019,2578.389893,3,FALSE,,,,,,,,,
162.019,2449.972412,4,FALSE,,,,,,,,,
162.019,3052.01709,5,FALSE,,,,,,,,,
162.019,2847.342529,6,FALSE,,,,,,,,,
162.019,3141.92627,7,FALSE,,,,,,,,,
162.019,3712.840332,8,FALSE,,,,,,,,,
162.019,3306.783203,9,FALSE,,,,,,,,,
162.838,2301.999756,1,TRUE,,,,,,,,,
163.003,2356.681641,2,FALSE,,,,,,,,,
163.003,2239.350586,4,FALSE,,,,,,,,,
163.003,2568.172607,6,FALSE,,,,,,,,,
163.003,2689.919189,8,FALSE,,,,,,,,,
163.039,2714.525635,1,FALSE,,,,,,,,,
163.039,3235.017822,2,FALSE,,,,,,,,,
163.039,3868.408203,3,FALSE,,,,,,,,,
163.039,4136.952637,4,FALSE,,,,,,,,,
163.039,3777.874756,5,FALSE,,,,,,,,,
163.039,3055.988281,6,FALSE,,,,,,,,,
163.039,3630.237305,7,FALSE,,,,,,,,,
163.039,3233.780029,8,FALSE,,,,,,,,,
163.039,4133.758789,9,FALSE,,,,,,,,,
163.06,2548.967773,1,FALSE,,,,,,,,,
163.06,2797.821045,4,FALSE,,,,,,,,,
163.06,2693.146484,9,FALSE,,,,,,,,,
165.055,2973.096924,1,FALSE,,,,,,,,,
165.055,2294.042969,2,FALSE,,,,,,,,,
165.055,2162.526123,4,FALSE,,,,,,,,,
165.055,3027.150146,5,FALSE,,,,,,,,,
165.055,2759.688721,6,FALSE,,,,,,,,,
165.055,2464.586914,7,FALSE,,,,,,,,,
165.055,3022.22876,8,FALSE,,,,,,,,,
165.055,2722.683594,9,FALSE,,,,,,,,,
167.034,2418.420898,1,FALSE,,,,,,,,,
167.034,2610.817871,2,FALSE,,,,,,,,,
167.034,2786.838379,4,FALSE,,,,,,,,,
167.034,3333.979736,5,FALSE,,,,,,,,,
167.034,3143.207275,6,FALSE,,,,,,,,,
167.034,2755.117432,7,FALSE,,,,,,,,,
167.034,2140.990723,8,FALSE,,,,,,,,,
167.034,2823.627197,9,FALSE,,,,,,,,,
169.05,14089.43262,1,FALSE,,,,,,,,,
169.05,15189.68457,2,FALSE,,,,,,,,,
169.05,13613.31445,3,FALSE,,,,,,,,,
169.05,15493.51855,4,FALSE,,,,,,,,,
169.05,15256.60547,5,FALSE,,,,,,,,,
169.05,14622.67383,6,FALSE,,,,,,,,,
169.05,15426.07715,7,FALSE,,,,,,,,,
169.05,13590.71777,8,FALSE,,,,,,,,,
169.05,13134.86523,9,FALSE,,,,,,,,,
169.086,6723.5,1,FALSE,,,,,,,,,
169.086,6841.539551,2,FALSE,,,,,,,,,
169.086,5769.335938,3,FALSE,,,,,,,,,
169.086,8205.134766,4,FALSE,,,,,,,,,
169.086,6531.201172,5,FALSE,,,,,,,,,
169.086,7319.435547,6,FALSE,,,,,,,,,
169.086,4818.673828,7,FALSE,,,,,,,,,
169.086,8107.996094,8,FALSE,,,,,,,,,
169.086,6531.972168,9,FALSE,,,,,,,,,
171.019,2224.739014,1,FALSE,,,,,,,,,
171.019,2395.796631,2,FALSE,,,,,,,,,
171.019,2846.077881,4,FALSE,,,,,,,,,
171.019,2806.253174,5,FALSE,,,,,,,,,
171.019,3075.04834,6,FALSE,,,,,,,,,
171.102,3050.385986,1,FALSE,,,,,,,,,
171.102,2838.86499,2,FALSE,,,,,,,,,
171.102,4428.306641,3,FALSE,,,,,,,,,
171.102,4134.471191,4,FALSE,,,,,,,,,
171.102,5583.601563,5,FALSE,,,,,,,,,
171.102,3748.576904,6,FALSE,,,,,,,,,
171.102,4327.907227,7,FALSE,,,,,,,,,
171.102,4580.51123,8,FALSE,,,,,,,,,
171.102,2941.201904,9,FALSE,,,,,,,,,
172.069,2261.933594,2,FALSE,,,,,,,,,
172.069,2009.782104,6,FALSE,,,,,,,,,
172.097,2685.536865,2,FALSE,,,,,,,,,
172.097,2793.37085,4,FALSE,,,,,,,,,
172.097,2885.597656,6,FALSE,,,,,,,,,
172.097,2816.17749,9,FALSE,,,,,,,,,
173.045,63225.32031,1,FALSE,,,,,,,,,
173.045,54491.35547,2,FALSE,,,,,,,,,
173.045,57405.98047,3,FALSE,,,,,,,,,
173.045,59700.68359,4,FALSE,,,,,,,,,
173.045,63365.58984,5,FALSE,,,,,,,,,
173.045,67478.76563,6,FALSE,,,,,,,,,
173.045,55542.16797,7,FALSE,,,,,,,,,
